0	3428	24.4250	11.0750
0	3429	26.9000	44.7250
0	3430	67.8750	49.6250
0	3431	66.7000	50.9750
0	3432	66.8500	52.0000
0	3433	48.6000	51.7000
1	3428	24.9750	11.3250
1	3429	27.3250	44.8750
1	3430	67.8750	49.6250
1	3431	66.7000	50.9750
1	3432	66.8500	52.0000
1	3433	49.1500	51.8250
2	3428	25.5250	11.6500
2	3429	27.7250	44.9750
2	3430	67.8750	49.6250
2	3431	66.7000	50.9750
2	3432	66.8500	52.0000
2	3433	49.8250	51.9500
3	3428	26.0750	11.8750
3	3429	28.2750	45.2000
3	3430	67.8750	49.6250
3	3431	66.7000	50.9750
3	3432	66.8500	52.0000
3	3433	50.4000	52.0500
4	3428	26.6250	12.2250
4	3429	28.6750	45.3250
4	3430	67.8750	49.6250
4	3431	66.7000	50.9750
4	3432	66.8500	52.0000
4	3433	51.0500	52.1750
5	3428	27.3000	12.5750
5	3429	29.2250	45.5250
5	3430	67.8750	49.6250
5	3431	66.7000	50.9750
5	3432	66.8500	52.0000
5	3433	51.7500	52.2750
6	3428	27.8500	12.7750
6	3429	29.6500	45.6500
6	3430	67.8750	49.6250
6	3431	66.7000	50.9750
6	3432	66.8500	52.0000
6	3433	52.3000	52.4000
7	3428	28.4000	13.1250
7	3429	30.0750	45.7750
7	3430	67.8750	49.6250
7	3431	66.7000	50.9750
7	3432	66.8500	52.0000
7	3433	53.0000	52.5000
8	3428	28.9500	13.4750
8	3429	30.6250	45.9750
8	3430	67.8750	49.6250
8	3431	66.7000	50.9750
8	3432	66.8500	52.0000
8	3433	53.5500	52.6250
9	3428	29.6500	13.6750
9	3429	31.0250	46.1000
9	3430	67.8750	49.6250
9	3431	66.7000	50.9750
9	3432	66.8500	52.0000
9	3433	54.2500	52.7250
10	3428	30.3500	14.0250
10	3429	31.5750	46.3250
10	3430	67.8750	49.6250
10	3431	66.7000	50.9750
10	3432	66.8500	52.0000
10	3433	54.9000	52.8500
11	3428	30.9000	14.3750
11	3429	32.0000	46.4250
11	3430	67.8750	49.6250
11	3431	66.7000	50.9750
11	3432	66.8500	52.0000
11	3433	55.4500	52.9500
12	3428	31.5750	14.6000
12	3429	32.4000	46.5750
12	3430	67.8750	49.6250
12	3431	66.7000	50.9750
12	3432	66.8500	52.0000
12	3433	56.1500	53.0750
13	3428	32.2750	14.9250
13	3429	32.9500	46.6750
13	3430	67.8750	49.6250
13	3431	66.7000	50.9750
13	3432	66.8500	52.0000
13	3433	56.7000	53.2000
14	3428	32.9500	15.2750
14	3429	33.3750	46.9000
14	3430	67.8750	49.6250
14	3431	66.7000	50.9750
14	3432	66.8500	52.0000
14	3433	57.4000	53.3000
15	3428	33.6500	15.6250
15	3429	33.9250	47.0250
15	3430	67.8750	49.6250
15	3431	66.7000	50.9750
15	3432	66.8500	52.0000
15	3433	58.1000	53.4000
16	3428	34.0500	15.9750
16	3429	34.3250	47.1250
16	3430	67.8750	49.6250
16	3431	66.7000	50.9750
16	3432	66.8500	52.0000
16	3433	58.6500	53.4000
17	3428	34.6000	16.4250
17	3429	34.8750	47.2250
17	3430	67.8750	49.6250
17	3431	66.7000	50.9750
17	3432	66.8500	52.0000
17	3433	59.3500	53.5250
18	3428	35.1500	16.7500
18	3429	35.3000	47.4750
18	3430	67.8750	49.6250
18	3431	66.7000	50.9750
18	3432	66.8500	52.0000
18	3433	60.0000	53.6000
19	3428	35.7000	17.2000
